A,PTP_RT,F,H0330-0339,AC3_TR,LT	0.21 	: 
A,PTP_RT,F,H0330-0339,AC3_TR,LU	: 	0.4 
A,PTP_RT,F,H0330-0339,AC3_TR,LV	0.23 	: 
A,PTP_RT,F,H0330-0339,AC3_TR,NL	: 	0.4 
A,PTP_RT,F,H0330-0339,AC3_TR,NO	0.35 	0.7 
A,PTP_RT,F,H0330-0339,AC3_TR,PL	0.37 	0.4 
A,PTP_RT,F,H0330-0339,AC3_TR,RO	: 	0.1 
A,PTP_RT,F,H0330-0339,AC3_TR,RS	: 	0.6 
A,PTP_RT,F,H0330-0339,AC3_TR,SI	0.15 	: 
A,PTP_RT,F,H0330-0339,AC3_TR,TR	: 	1.0 
A,PTP_RT,F,H0330-0339,AC3_TR,UK	0.47 	0.6 
A,PTP_RT,F,H0330-0339,AC4-8A,BE	0.89 	0.7 
A,PTP_RT,F,H0330-0339,AC4-8A,BG	0.18 	: 
A,PTP_RT,F,H0330-0339,AC4-8A,DE	0.45 	0.6 
A,PTP_RT,F,H0330-0339,AC4-8A,EE	0.33 	0.6 
A,PTP_RT,F,H0330-0339,AC4-8A,EL	: 	0.5 
A,PTP_RT,F,H0330-0339,AC4-8A,ES	1.69 	0.9 
A,PTP_RT,F,H0330-0339,AC4-8A,FI	0.93 	0.8 
A,PTP_RT,F,H0330-0339,AC4-8A,FR	0.58 	1.1 
A,PTP_RT,F,H0330-0339,AC4-8A,HU	: 	0.3 
A,PTP_RT,F,H0330-0339,AC4-8A,IT	0.73 	0.3 
A,PTP_RT,F,H0330-0339,AC4-8A,LT	0.09 	: 
A,PTP_RT,F,H0330-0339,AC4-8A,LU	: 	0.3 
A,PTP_RT,F,H0330-0339,AC4-8A,LV	0.25 	: 
A,PTP_RT,F,H0330-0339,AC4-8A,NL	: 	0.7 
A,PTP_RT,F,H0330-0339,AC4-8A,NO	0.91 	0.7 
A,PTP_RT,F,H0330-0339,AC4-8A,PL	0.38 	0.2 
A,PTP_RT,F,H0330-0339,AC4-8A,RO	: 	0.1 
A,PTP_RT,F,H0330-0339,AC4-8A,RS	: 	0.3 
A,PTP_RT,F,H0330-0339,AC4-8A,SI	0.57 	: 
A,PTP_RT,F,H0330-0339,AC4-8A,TR	: 	1.2 
A,PTP_RT,F,H0330-0339,AC4-8A,UK	0.50 	0.8 
A,PTP_RT,F,H0330-0339,AC82,BE	0.33 	0.1 
A,PTP_RT,F,H0330-0339,AC82,BG	0.08 	: 
A,PTP_RT,F,H0330-0339,AC82,DE	0.16 	0.1 
A,PTP_RT,F,H0330-0339,AC82,EE	0.11 	0.1 
A,PTP_RT,F,H0330-0339,AC82,EL	: 	0.1 
A,PTP_RT,F,H0330-0339,AC82,ES	0.10 	0.0 
A,PTP_RT,F,H0330-0339,AC82,FI	0.17 	0.2 
A,PTP_RT,F,H0330-0339,AC82,FR	0.05 	0.3 
A,PTP_RT,F,H0330-0339,AC82,HU	: 	0.0 
A,PTP_RT,F,H0330-0339,AC82,IT	0.10 	0.1 
A,PTP_RT,F,H0330-0339,AC82,LT	0.00 	: 
A,PTP_RT,F,H0330-0339,AC82,LU	: 	0.4 
A,PTP_RT,F,H0330-0339,AC82,LV	0.00 	: 
A,PTP_RT,F,H0330-0339,AC82,NL	: 	0.1 
A,PTP_RT,F,H0330-0339,AC82,NO	0.02 	0.3 
A,PTP_RT,F,H0330-0339,AC82,PL	0.02 	0.0 
A,PTP_RT,F,H0330-0339,AC82,RO	: 	0.3 
A,PTP_RT,F,H0330-0339,AC82,RS	: 	0.4 
A,PTP_RT,F,H0330-0339,AC82,SI	0.03 	: 
A,PTP_RT,F,H0330-0339,AC82,TR	: 	0.1 
A,PTP_RT,F,H0330-0339,AC82,UK	0.10 	0.2 
A,PTP_RT,F,H0330-0339,AC9E,BE	0.02 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,BG	0.00 	: 
A,PTP_RT,F,H0330-0339,AC9E,DE	0.02 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,EE	0.02 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,EL	: 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,ES	0.02 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,FI	0.01 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,FR	0.00 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,HU	: 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,IT	0.00 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,LT	0.00 	: 
A,PTP_RT,F,H0330-0339,AC9E,LU	: 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,LV	0.00 	: 
A,PTP_RT,F,H0330-0339,AC9E,NL	: 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,NO	0.00 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,PL	0.02 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,RO	: 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,RS	: 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,SI	0.01 	: 
A,PTP_RT,F,H0330-0339,AC9E,TR	: 	0.0 
A,PTP_RT,F,H0330-0339,AC9E,UK	0.00 	0.1 
A,PTP_RT,F,H0330-0339,NSP,BE	0.16 	0.0 
A,PTP_RT,F,H0330-0339,NSP,BG	0.00 	: 
A,PTP_RT,F,H0330-0339,NSP,DE	0.00 	0.0 
A,PTP_RT,F,H0330-0339,NSP,EE	0.02 	0.1 
A,PTP_RT,F,H0330-0339,NSP,EL	: 	0.1 
A,PTP_RT,F,H0330-0339,NSP,ES	0.01 	0.0 
A,PTP_RT,F,H0330-0339,NSP,FI	0.09 	0.1 
A,PTP_RT,F,H0330-0339,NSP,FR	0.17 	0.3 
A,PTP_RT,F,H0330-0339,NSP,HU	: 	0.0 
A,PTP_RT,F,H0330-0339,NSP,IT	0.01 	0.0 
A,PTP_RT,F,H0330-0339,NSP,LT	0.00 	: 
A,PTP_RT,F,H0330-0339,NSP,LU	: 	0.0 
A,PTP_RT,F,H0330-0339,NSP,LV	0.00 	: 
A,PTP_RT,F,H0330-0339,NSP,NL	: 	0.9 
A,PTP_RT,F,H0330-0339,NSP,NO	0.03 	0.1 
A,PTP_RT,F,H0330-0339,NSP,PL	0.00 	0.0 
A,PTP_RT,F,H0330-0339,NSP,RO	: 	0.0 
A,PTP_RT,F,H0330-0339,NSP,RS	: 	0.0 
A,PTP_RT,F,H0330-0339,NSP,SI	0.01 	: 
A,PTP_RT,F,H0330-0339,NSP,TR	: 	0.0 
A,PTP_RT,F,H0330-0339,NSP,UK	0.03 	3.3 
A,PTP_RT,F,H0330-0339,TOTAL,BE	100.00 	100 
A,PTP_RT,F,H0330-0339,TOTAL,BG	100.00 	: 
A,PTP_RT,F,H0330-0339,TOTAL,DE	100.00 	100 
A,PTP_RT,F,H0330-0339,TOTAL,EE	100.00 	100 
A,PTP_RT,F,H0330-0339,TOTAL,EL	: 	100 
A,PTP_RT,F,H0330-0339,TOTAL,ES	100.00 	100 
A,PTP_RT,F,H0330-0339,TOTAL,FI	100.00 	100 
A,PTP_RT,F,H0330-0339,TOTAL,FR	100.00 	100 
A,PTP_RT,F,H0330-0339,TOTAL,HU	: 	100 
A,PTP_RT,F,H0330-0339,TOTAL,IT	100.00 	100 
A,PTP_RT,F,H0330-0339,TOTAL,LT	100.00 	: 
A,PTP_RT,F,H0330-0339,TOTAL,LU	: 	100 
A,PTP_RT,F,H0330-0339,TOTAL,LV	100.00 	: 
A,PTP_RT,F,H0330-0339,TOTAL,NL	: 	100 
A,PTP_RT,F,H0330-0339,TOTAL,NO	100.00 	100 
A,PTP_RT,F,H0330-0339,TOTAL,PL	100.00 	100 
A,PTP_RT,F,H0330-0339,TOTAL,RO	: 	100 
A,PTP_RT,F,H0330-0339,TOTAL,RS	: 	100 
A,PTP_RT,F,H0330-0339,TOTAL,SI	100.00 	: 
A,PTP_RT,F,H0330-0339,TOTAL,TR	: 	100 
A,PTP_RT,F,H0330-0339,TOTAL,UK	100.00 	100 
A,PTP_RT,F,H0340-0349,AC02,BE	0.12 	0.1 
A,PTP_RT,F,H0340-0349,AC02,BG	0.03 	: 
A,PTP_RT,F,H0340-0349,AC02,DE	0.06 	0.0 
A,PTP_RT,F,H0340-0349,AC02,EE	0.03 	0.0 
A,PTP_RT,F,H0340-0349,AC02,EL	: 	0.0 
A,PTP_RT,F,H0340-0349,AC02,ES	0.05 	0.1 
A,PTP_RT,F,H0340-0349,AC02,FI	0.08 	0.1 
A,PTP_RT,F,H0340-0349,AC02,FR	0.10 	0.1 
A,PTP_RT,F,H0340-0349,AC02,HU	: 	0.1 
A,PTP_RT,F,H0340-0349,AC02,IT	0.07 	0.0 
A,PTP_RT,F,H0340-0349,AC02,LT	0.00 	: 
A,PTP_RT,F,H0340-0349,AC02,LU	: 	0.4 
A,PTP_RT,F,H0340-0349,AC02,LV	0.03 	: 
A,PTP_RT,F,H0340-0349,AC02,NL	: 	0.1 
A,PTP_RT,F,H0340-0349,AC02,NO	0.03 	0.1 
A,PTP_RT,F,H0340-0349,AC02,PL	0.05 	0.0 
A,PTP_RT,F,H0340-0349,AC02,RO	: 	0.0 
A,PTP_RT,F,H0340-0349,AC02,RS	: 	0.3 
A,PTP_RT,F,H0340-0349,AC02,SI	0.07 	: 
A,PTP_RT,F,H0340-0349,AC02,TR	: 	0.2 
A,PTP_RT,F,H0340-0349,AC02,UK	0.07 	0.1 
A,PTP_RT,F,H0340-0349,AC0A,BE	98.31 	98.5 
A,PTP_RT,F,H0340-0349,AC0A,BG	99.08 	: 
A,PTP_RT,F,H0340-0349,AC0A,DE	98.80 	98.3 
A,PTP_RT,F,H0340-0349,AC0A,EE	97.38 	98.5 
A,PTP_RT,F,H0340-0349,AC0A,EL	: 	99.2 
A,PTP_RT,F,H0340-0349,AC0A,ES	97.33 	98.0 
A,PTP_RT,F,H0340-0349,AC0A,FI	97.60 	97.5 
A,PTP_RT,F,H0340-0349,AC0A,FR	98.53 	97.4 
A,PTP_RT,F,H0340-0349,AC0A,HU	: 	98.8 
A,PTP_RT,F,H0340-0349,AC0A,IT	98.71 	99.1 
A,PTP_RT,F,H0340-0349,AC0A,LT	98.43 	: 
A,PTP_RT,F,H0340-0349,AC0A,LU	: 	98.1 
A,PTP_RT,F,H0340-0349,AC0A,LV	97.92 	: 
A,PTP_RT,F,H0340-0349,AC0A,NL	: 	97.7 
A,PTP_RT,F,H0340-0349,AC0A,NO	97.69 	97.4 
A,PTP_RT,F,H0340-0349,AC0A,PL	98.48 	98.6 
A,PTP_RT,F,H0340-0349,AC0A,RO	: 	99.1 
A,PTP_RT,F,H0340-0349,AC0A,RS	: 	98.4 
A,PTP_RT,F,H0340-0349,AC0A,SI	98.84 	: 
A,PTP_RT,F,H0340-0349,AC0A,TR	: 	97.3 
A,PTP_RT,F,H0340-0349,AC0A,UK	97.98 	94.3 
A,PTP_RT,F,H0340-0349,AC1_2_TR,BE	0.29 	0.3 
A,PTP_RT,F,H0340-0349,AC1_2_TR,BG	0.59 	: 
A,PTP_RT,F,H0340-0349,AC1_2_TR,DE	0.26 	0.6 
A,PTP_RT,F,H0340-0349,AC1_2_TR,EE	1.71 	0.6 
A,PTP_RT,F,H0340-0349,AC1_2_TR,EL	: 	0.2 
A,PTP_RT,F,H0340-0349,AC1_2_TR,ES	0.65 	0.5 
A,PTP_RT,F,H0340-0349,AC1_2_TR,FI	0.90 	0.7 
A,PTP_RT,F,H0340-0349,AC1_2_TR,FR	0.28 	0.4 
A,PTP_RT,F,H0340-0349,AC1_2_TR,HU	: 	0.7 
A,PTP_RT,F,H0340-0349,AC1_2_TR,IT	0.20 	0.1 
A,PTP_RT,F,H0340-0349,AC1_2_TR,LT	1.31 	: 
A,PTP_RT,F,H0340-0349,AC1_2_TR,LU	: 	0.3 
A,PTP_RT,F,H0340-0349,AC1_2_TR,LV	1.40 	: 
A,PTP_RT,F,H0340-0349,AC1_2_TR,NL	: 	0.3 
A,PTP_RT,F,H0340-0349,AC1_2_TR,NO	0.97 	0.8 
A,PTP_RT,F,H0340-0349,AC1_2_TR,PL	0.71 	0.7 
A,PTP_RT,F,H0340-0349,AC1_2_TR,RO	: 	0.3 
A,PTP_RT,F,H0340-0349,AC1_2_TR,RS	: 	0.3 
A,PTP_RT,F,H0340-0349,AC1_2_TR,SI	0.42 	: 
A,PTP_RT,F,H0340-0349,AC1_2_TR,TR	: 	0.3 
A,PTP_RT,F,H0340-0349,AC1_2_TR,UK	0.84 	0.6 
A,PTP_RT,F,H0340-0349,AC3_TR,BE	0.13 	0.3 
A,PTP_RT,F,H0340-0349,AC3_TR,BG	0.06 	: 
A,PTP_RT,F,H0340-0349,AC3_TR,DE	0.31 	0.4 
A,PTP_RT,F,H0340-0349,AC3_TR,EE	0.46 	0.2 
A,PTP_RT,F,H0340-0349,AC3_TR,EL	: 	0.1 
A,PTP_RT,F,H0340-0349,AC3_TR,ES	0.29 	0.4 
A,PTP_RT,F,H0340-0349,AC3_TR,FI	0.29 	0.8 
A,PTP_RT,F,H0340-0349,AC3_TR,FR	0.19 	0.4 
A,PTP_RT,F,H0340-0349,AC3_TR,HU	: 	0.1 
A,PTP_RT,F,H0340-0349,AC3_TR,IT	0.21 	0.3 
A,PTP_RT,F,H0340-0349,AC3_TR,LT	0.09 	: 
A,PTP_RT,F,H0340-0349,AC3_TR,LU	: 	0.5 
A,PTP_RT,F,H0340-0349,AC3_TR,LV	0.42 	: 
A,PTP_RT,F,H0340-0349,AC3_TR,NL	: 	0.2 
A,PTP_RT,F,H0340-0349,AC3_TR,NO	0.51 	0.7 
A,PTP_RT,F,H0340-0349,AC3_TR,PL	0.37 	0.4 
A,PTP_RT,F,H0340-0349,AC3_TR,RO	: 	0.1 
A,PTP_RT,F,H0340-0349,AC3_TR,RS	: 	0.3 
A,PTP_RT,F,H0340-0349,AC3_TR,SI	0.11 	: 
A,PTP_RT,F,H0340-0349,AC3_TR,TR	: 	0.8 
A,PTP_RT,F,H0340-0349,AC3_TR,UK	0.50 	0.5 
A,PTP_RT,F,H0340-0349,AC4-8A,BE	0.73 	0.7 
A,PTP_RT,F,H0340-0349,AC4-8A,BG	0.17 	: 
A,PTP_RT,F,H0340-0349,AC4-8A,DE	0.40 	0.6 
A,PTP_RT,F,H0340-0349,AC4-8A,EE	0.26 	0.4 
A,PTP_RT,F,H0340-0349,AC4-8A,EL	: 	0.3 
A,PTP_RT,F,H0340-0349,AC4-8A,ES	1.56 	0.9 
A,PTP_RT,F,H0340-0349,AC4-8A,FI	0.95 	0.7 
A,PTP_RT,F,H0340-0349,AC4-8A,FR	0.64 	1.0 
A,PTP_RT,F,H0340-0349,AC4-8A,HU	: 	0.3 
A,PTP_RT,F,H0340-0349,AC4-8A,IT	0.68 	0.3 
A,PTP_RT,F,H0340-0349,AC4-8A,LT	0.17 	: 
A,PTP_RT,F,H0340-0349,AC4-8A,LU	: 	0.3 
A,PTP_RT,F,H0340-0349,AC4-8A,LV	0.21 	: 
A,PTP_RT,F,H0340-0349,AC4-8A,NL	: 	0.7 
A,PTP_RT,F,H0340-0349,AC4-8A,NO	0.76 	0.6 
A,PTP_RT,F,H0340-0349,AC4-8A,PL	0.29 	0.2 
A,PTP_RT,F,H0340-0349,AC4-8A,RO	: 	0.1 
A,PTP_RT,F,H0340-0349,AC4-8A,RS	: 	0.4 
A,PTP_RT,F,H0340-0349,AC4-8A,SI	0.51 	: 
A,PTP_RT,F,H0340-0349,AC4-8A,TR	: 	1.3 
A,PTP_RT,F,H0340-0349,AC4-8A,UK	0.48 	0.7 
A,PTP_RT,F,H0340-0349,AC82,BE	0.28 	0.1 
A,PTP_RT,F,H0340-0349,AC82,BG	0.07 	: 
A,PTP_RT,F,H0340-0349,AC82,DE	0.15 	0.1 
A,PTP_RT,F,H0340-0349,AC82,EE	0.05 	0.1 
A,PTP_RT,F,H0340-0349,AC82,EL	: 	0.1 
A,PTP_RT,F,H0340-0349,AC82,ES	0.09 	0.1 
A,PTP_RT,F,H0340-0349,AC82,FI	0.11 	0.2 
A,PTP_RT,F,H0340-0349,AC82,FR	0.05 	0.3 
A,PTP_RT,F,H0340-0349,AC82,HU	: 	0.0 
A,PTP_RT,F,H0340-0349,AC82,IT	0.10 	0.1 
A,PTP_RT,F,H0340-0349,AC82,LT	0.00 	: 
A,PTP_RT,F,H0340-0349,AC82,LU	: 	0.4 
A,PTP_RT,F,H0340-0349,AC82,LV	0.00 	: 
A,PTP_RT,F,H0340-0349,AC82,NL	: 	0.1 
A,PTP_RT,F,H0340-0349,AC82,NO	0.02 	0.3 
A,PTP_RT,F,H0340-0349,AC82,PL	0.02 	0.0 
A,PTP_RT,F,H0340-0349,AC82,RO	: 	0.3 
A,PTP_RT,F,H0340-0349,AC82,RS	: 	0.3 
A,PTP_RT,F,H0340-0349,AC82,SI	0.03 	: 
A,PTP_RT,F,H0340-0349,AC82,TR	: 	0.1 
A,PTP_RT,F,H0340-0349,AC82,UK	0.10 	0.2 
A,PTP_RT,F,H0340-0349,AC9E,BE	0.02 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,BG	0.00 	: 
A,PTP_RT,F,H0340-0349,AC9E,DE	0.02 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,EE	0.08 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,EL	: 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,ES	0.02 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,FI	0.01 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,FR	0.06 	0.1 
A,PTP_RT,F,H0340-0349,AC9E,HU	: 	0.1 
A,PTP_RT,F,H0340-0349,AC9E,IT	0.00 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,LT	0.00 	: 
A,PTP_RT,F,H0340-0349,AC9E,LU	: 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,LV	0.02 	: 
A,PTP_RT,F,H0340-0349,AC9E,NL	: 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,NO	0.00 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,PL	0.05 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,RO	: 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,RS	: 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,SI	0.00 	: 
A,PTP_RT,F,H0340-0349,AC9E,TR	: 	0.0 
A,PTP_RT,F,H0340-0349,AC9E,UK	0.00 	0.1 
A,PTP_RT,F,H0340-0349,NSP,BE	0.12 	0.0 
A,PTP_RT,F,H0340-0349,NSP,BG	0.00 	: 
A,PTP_RT,F,H0340-0349,NSP,DE	0.00 	0.0 
A,PTP_RT,F,H0340-0349,NSP,EE	0.02 	0.1 
A,PTP_RT,F,H0340-0349,NSP,EL	: 	0.1 
A,PTP_RT,F,H0340-0349,NSP,ES	0.01 	0.0 
A,PTP_RT,F,H0340-0349,NSP,FI	0.07 	0.1 
A,PTP_RT,F,H0340-0349,NSP,FR	0.15 	0.3 
A,PTP_RT,F,H0340-0349,NSP,HU	: 	0.0 
A,PTP_RT,F,H0340-0349,NSP,IT	0.03 	0.0 
A,PTP_RT,F,H0340-0349,NSP,LT	0.00 	: 
A,PTP_RT,F,H0340-0349,NSP,LU	: 	0.0 
A,PTP_RT,F,H0340-0349,NSP,LV	0.00 	: 
A,PTP_RT,F,H0340-0349,NSP,NL	: 	0.9 
A,PTP_RT,F,H0340-0349,NSP,NO	0.02 	0.1 
A,PTP_RT,F,H0340-0349,NSP,PL	0.01 	0.0 
A,PTP_RT,F,H0340-0349,NSP,RO	: 	0.0 
A,PTP_RT,F,H0340-0349,NSP,RS	: 	0.0 
A,PTP_RT,F,H0340-0349,NSP,SI	0.01 	: 
A,PTP_RT,F,H0340-0349,NSP,TR	: 	0.0 
A,PTP_RT,F,H0340-0349,NSP,UK	0.03 	3.5 
A,PTP_RT,F,H0340-0349,TOTAL,BE	100.00 	100 
A,PTP_RT,F,H0340-0349,TOTAL,BG	100.00 	: 
A,PTP_RT,F,H0340-0349,TOTAL,DE	100.00 	100 
A,PTP_RT,F,H0340-0349,TOTAL,EE	100.00 	100 
A,PTP_RT,F,H0340-0349,TOTAL,EL	: 	100 
A,PTP_RT,F,H0340-0349,TOTAL,ES	100.00 	100 
A,PTP_RT,F,H0340-0349,TOTAL,FI	100.00 	100 
A,PTP_RT,F,H0340-0349,TOTAL,FR	100.00 	100 
A,PTP_RT,F,H0340-0349,TOTAL,HU	: 	100 
A,PTP_RT,F,H0340-0349,TOTAL,IT	100.00 	100 
A,PTP_RT,F,H0340-0349,TOTAL,LT	100.00 	: 
A,PTP_RT,F,H0340-0349,TOTAL,LU	: 	100 
A,PTP_RT,F,H0340-0349,TOTAL,LV	100.00 	: 
A,PTP_RT,F,H0340-0349,TOTAL,NL	: 	100 
A,PTP_RT,F,H0340-0349,TOTAL,NO	100.00 	100 
A,PTP_RT,F,H0340-0349,TOTAL,PL	100.00 	100 
A,PTP_RT,F,H0340-0349,TOTAL,RO	: 	100 
A,PTP_RT,F,H0340-0349,TOTAL,RS	: 	100 
A,PTP_RT,F,H0340-0349,TOTAL,SI	100.00 	: 
A,PTP_RT,F,H0340-0349,TOTAL,TR	: 	100 
A,PTP_RT,F,H0340-0349,TOTAL,UK	100.00 	100 
A,PTP_RT,F,H0350-0359,AC02,BE	0.11 	0.0 
A,PTP_RT,F,H0350-0359,AC02,BG	0.02 	: 
A,PTP_RT,F,H0350-0359,AC02,DE	0.05 	0.0 
A,PTP_RT,F,H0350-0359,AC02,EE	0.04 	0.0 
A,PTP_RT,F,H0350-0359,AC02,EL	: 	0.0 
A,PTP_RT,F,H0350-0359,AC02,ES	0.04 	0.1 
A,PTP_RT,F,H0350-0359,AC02,FI	0.09 	0.1 
A,PTP_RT,F,H0350-0359,AC02,FR	0.14 	0.2 
A,PTP_RT,F,H0350-0359,AC02,HU	: 	0.1 
A,PTP_RT,F,H0350-0359,AC02,IT	0.05 	0.0 
A,PTP_RT,F,H0350-0359,AC02,LT	0.00 	: 
A,PTP_RT,F,H0350-0359,AC02,LU	: 	0.4 
A,PTP_RT,F,H0350-0359,AC02,LV	0.00 	: 
A,PTP_RT,F,H0350-0359,AC02,NL	: 	0.1 
A,PTP_RT,F,H0350-0359,AC02,NO	0.00 	0.1 
A,PTP_RT,F,H0350-0359,AC02,PL	0.04 	0.0 
A,PTP_RT,F,H0350-0359,AC02,RO	: 	0.0 
A,PTP_RT,F,H0350-0359,AC02,RS	: 	0.2 
A,PTP_RT,F,H0350-0359,AC02,SI	0.05 	: 
A,PTP_RT,F,H0350-0359,AC02,TR	: 	0.1 
A,PTP_RT,F,H0350-0359,AC02,UK	0.14 	0.1 
A,PTP_RT,F,H0350-0359,AC0A,BE	98.42 	98.8 
A,PTP_RT,F,H0350-0359,AC0A,BG	99.14 	: 
A,PTP_RT,F,H0350-0359,AC0A,DE	98.93 	98.2 
A,PTP_RT,F,H0350-0359,AC0A,EE	97.57 	98.6 
A,PTP_RT,F,H0350-0359,AC0A,EL	: 	99.5 
A,PTP_RT,F,H0350-0359,AC0A,ES	97.48 	98.1 
A,PTP_RT,F,H0350-0359,AC0A,FI	97.66 	97.3 
A,PTP_RT,F,H0350-0359,AC0A,FR	98.52 	97.3 
A,PTP_RT,F,H0350-0359,AC0A,HU	: 	98.8 
A,PTP_RT,F,H0350-0359,AC0A,IT	98.81 	99.2 
A,PTP_RT,F,H0350-0359,AC0A,LT	98.32 	: 
A,PTP_RT,F,H0350-0359,AC0A,LU	: 	98.5 
A,PTP_RT,F,H0350-0359,AC0A,LV	97.86 	: 
A,PTP_RT,F,H0350-0359,AC0A,NL	: 	97.8 
A,PTP_RT,F,H0350-0359,AC0A,NO	97.79 	97.5 
A,PTP_RT,F,H0350-0359,AC0A,PL	98.49 	98.5 
A,PTP_RT,F,H0350-0359,AC0A,RO	: 	99.1 
A,PTP_RT,F,H0350-0359,AC0A,RS	: 	98.7 
A,PTP_RT,F,H0350-0359,AC0A,SI	98.65 	: 
A,PTP_RT,F,H0350-0359,AC0A,TR	: 	97.7 
A,PTP_RT,F,H0350-0359,AC0A,UK	98.06 	93.8 
A,PTP_RT,F,H0350-0359,AC1_2_TR,BE	0.29 	0.3 
A,PTP_RT,F,H0350-0359,AC1_2_TR,BG	0.59 	: 
A,PTP_RT,F,H0350-0359,AC1_2_TR,DE	0.28 	0.6 
A,PTP_RT,F,H0350-0359,AC1_2_TR,EE	1.68 	0.6 
A,PTP_RT,F,H0350-0359,AC1_2_TR,EL	: 	0.2 
A,PTP_RT,F,H0350-0359,AC1_2_TR,ES	0.64 	0.5 
A,PTP_RT,F,H0350-0359,AC1_2_TR,FI	0.90 	0.7 
A,PTP_RT,F,H0350-0359,AC1_2_TR,FR	0.29 	0.4 
A,PTP_RT,F,H0350-0359,AC1_2_TR,HU	: 	0.8 
A,PTP_RT,F,H0350-0359,AC1_2_TR,IT	0.20 	0.1 
A,PTP_RT,F,H0350-0359,AC1_2_TR,LT	1.34 	: 
A,PTP_RT,F,H0350-0359,AC1_2_TR,LU	: 	0.3 
A,PTP_RT,F,H0350-0359,AC1_2_TR,LV	1.40 	: 
A,PTP_RT,F,H0350-0359,AC1_2_TR,NL	: 	0.3 
A,PTP_RT,F,H0350-0359,AC1_2_TR,NO	0.97 	0.8 
A,PTP_RT,F,H0350-0359,AC1_2_TR,PL	0.72 	0.7 
A,PTP_RT,F,H0350-0359,AC1_2_TR,RO	: 	0.3 
A,PTP_RT,F,H0350-0359,AC1_2_TR,RS	: 	0.3 
A,PTP_RT,F,H0350-0359,AC1_2_TR,SI	0.43 	: 
A,PTP_RT,F,H0350-0359,AC1_2_TR,TR	: 	0.2 
A,PTP_RT,F,H0350-0359,AC1_2_TR,UK	0.84 	0.6 
A,PTP_RT,F,H0350-0359,AC3_TR,BE	0.07 	0.3 
A,PTP_RT,F,H0350-0359,AC3_TR,BG	0.06 	: 
A,PTP_RT,F,H0350-0359,AC3_TR,DE	0.28 	0.4 
A,PTP_RT,F,H0350-0359,AC3_TR,EE	0.38 	0.3 
A,PTP_RT,F,H0350-0359,AC3_TR,EL	: 	0.1 
A,PTP_RT,F,H0350-0359,AC3_TR,ES	0.28 	0.3 
A,PTP_RT,F,H0350-0359,AC3_TR,FI	0.49 	1.0 
A,PTP_RT,F,H0350-0359,AC3_TR,FR	0.20 	0.4 
A,PTP_RT,F,H0350-0359,AC3_TR,HU	: 	0.1 
A,PTP_RT,F,H0350-0359,AC3_TR,IT	0.22 	0.2 
A,PTP_RT,F,H0350-0359,AC3_TR,LT	0.20 	: 
A,PTP_RT,F,H0350-0359,AC3_TR,LU	: 	0.2 
A,PTP_RT,F,H0350-0359,AC3_TR,LV	0.48 	: 
A,PTP_RT,F,H0350-0359,AC3_TR,NL	: 	0.3 
A,PTP_RT,F,H0350-0359,AC3_TR,NO	0.58 	0.5 
A,PTP_RT,F,H0350-0359,AC3_TR,PL	0.37 	0.5 
A,PTP_RT,F,H0350-0359,AC3_TR,RO	: 	0.1 
A,PTP_RT,F,H0350-0359,AC3_TR,RS	: 	0.3 
A,PTP_RT,F,H0350-0359,AC3_TR,SI	0.40 	: 
A,PTP_RT,F,H0350-0359,AC3_TR,TR	: 	0.7 
A,PTP_RT,F,H0350-0359,AC3_TR,UK	0.49 	0.5 
A,PTP_RT,F,H0350-0359,AC4-8A,BE	0.68 	0.5 
A,PTP_RT,F,H0350-0359,AC4-8A,BG	0.11 	: 
A,PTP_RT,F,H0350-0359,AC4-8A,DE	0.30 	0.6 
A,PTP_RT,F,H0350-0359,AC4-8A,EE	0.15 	0.3 
A,PTP_RT,F,H0350-0359,AC4-8A,EL	: 	0.2 
