freq,sex,daysweek,acl18,unit,geo\TIME_PERIOD	2020 
A,F,D1-4,AC0,PTP_RT,AT	100.0 
A,F,D1-4,AC0,PTP_RT,BG	100.0 
A,F,D1-4,AC0,PTP_RT,DE	100.0 
A,F,D1-4,AC0,PTP_RT,EE	100.0 
A,F,D1-4,AC0,PTP_RT,FI	99.94 
A,F,D1-4,AC0,PTP_RT,NO	100.0 
A,F,D1-4,AC0,PTP_RT,RS	100.0 
A,F,D1-4,AC0,PTP_TIME,AT	11:11 
A,F,D1-4,AC0,PTP_TIME,BG	12:00 
A,F,D1-4,AC0,PTP_TIME,DE	11:06 
A,F,D1-4,AC0,PTP_TIME,EE	10:57 
A,F,D1-4,AC0,PTP_TIME,FI	10:57 
A,F,D1-4,AC0,PTP_TIME,NO	10:31 
A,F,D1-4,AC0,PTP_TIME,RS	11:20 
A,F,D1-4,AC0,TIME_SP,AT	11:11 
A,F,D1-4,AC0,TIME_SP,BG	12:00 
A,F,D1-4,AC0,TIME_SP,DE	11:06 
A,F,D1-4,AC0,TIME_SP,EE	10:57 
A,F,D1-4,AC0,TIME_SP,FI	10:56 
A,F,D1-4,AC0,TIME_SP,NO	10:31 
A,F,D1-4,AC0,TIME_SP,RS	11:20 
A,F,D1-4,AC01,PTP_RT,AT	100.0 
A,F,D1-4,AC01,PTP_RT,BG	100.0 
A,F,D1-4,AC01,PTP_RT,DE	100.0 
A,F,D1-4,AC01,PTP_RT,EE	100.0 
A,F,D1-4,AC01,PTP_RT,FI	99.31 
A,F,D1-4,AC01,PTP_RT,NO	99.96 
A,F,D1-4,AC01,PTP_RT,RS	100.0 
A,F,D1-4,AC01,PTP_TIME,AT	8:36 
A,F,D1-4,AC01,PTP_TIME,BG	9:03 
A,F,D1-4,AC01,PTP_TIME,DE	8:30 
A,F,D1-4,AC01,PTP_TIME,EE	8:36 
A,F,D1-4,AC01,PTP_TIME,FI	8:32 
A,F,D1-4,AC01,PTP_TIME,NO	8:30 
A,F,D1-4,AC01,PTP_TIME,RS	8:18 
A,F,D1-4,AC01,TIME_SP,AT	8:36 
