freq,age,sex,unit,geo\TIME_PERIOD	2020 
A,Y65-74,F,PTP_TIME,FI	4:53 
A,Y65-74,F,PTP_TIME,NO	5:14 
A,Y65-74,F,PTP_TIME,RS	5:52 
A,Y65-74,F,TIME_SP,AT	4:57 
A,Y65-74,F,TIME_SP,BG	6:01 
A,Y65-74,F,TIME_SP,DE	4:53 
A,Y65-74,F,TIME_SP,EE	5:48 
A,Y65-74,F,TIME_SP,FI	4:50 
A,Y65-74,F,TIME_SP,NO	5:07 
A,Y65-74,F,TIME_SP,RS	5:38 
A,Y65-74,M,PTP_RT,AT	90.79 
A,Y65-74,M,PTP_RT,BG	93.50 
A,Y65-74,M,PTP_RT,DE	95.11 
A,Y65-74,M,PTP_RT,EE	91.76 
A,Y65-74,M,PTP_RT,FI	94.89 
A,Y65-74,M,PTP_RT,NO	94.82 
A,Y65-74,M,PTP_RT,RS	94.11 
A,Y65-74,M,PTP_TIME,AT	4:21 
A,Y65-74,M,PTP_TIME,BG	4:50 
A,Y65-74,M,PTP_TIME,DE	4:30 
A,Y65-74,M,PTP_TIME,EE	5:21 
A,Y65-74,M,PTP_TIME,FI	4:29 
A,Y65-74,M,PTP_TIME,NO	6:10 
A,Y65-74,M,PTP_TIME,RS	4:46 
A,Y65-74,M,TIME_SP,AT	3:57 
A,Y65-74,M,TIME_SP,BG	4:31 
A,Y65-74,M,TIME_SP,DE	4:17 
A,Y65-74,M,TIME_SP,EE	4:55 
A,Y65-74,M,TIME_SP,FI	4:15 
A,Y65-74,M,TIME_SP,NO	5:50 
A,Y65-74,M,TIME_SP,RS	4:29 
A,Y65-74,T,PTP_RT,AT	93.91 
A,Y65-74,T,PTP_RT,BG	97.00 
A,Y65-74,T,PTP_RT,DE	96.74 
A,Y65-74,T,PTP_RT,EE	96.18 
A,Y65-74,T,PTP_RT,FI	97.00 
A,Y65-74,T,PTP_RT,NO	96.37 
A,Y65-74,T,PTP_RT,RS	95.12 
A,Y65-74,T,PTP_TIME,AT	4:46 
A,Y65-74,T,PTP_TIME,BG	5:33 
A,Y65-74,T,PTP_TIME,DE	4:46 
A,Y65-74,T,PTP_TIME,EE	5:40 
A,Y65-74,T,PTP_TIME,FI	4:41 
A,Y65-74,T,PTP_TIME,NO	5:40 
A,Y65-74,T,PTP_TIME,RS	5:23 
A,Y65-74,T,TIME_SP,AT	4:28 
A,Y65-74,T,TIME_SP,BG	5:23 
A,Y65-74,T,TIME_SP,DE	4:37 
A,Y65-74,T,TIME_SP,EE	5:27 
A,Y65-74,T,TIME_SP,FI	4:33 
A,Y65-74,T,TIME_SP,NO	5:27 
A,Y65-74,T,TIME_SP,RS	5:07 
A,Y_GE60,F,PTP_RT,AT	95.17 
A,Y_GE60,F,PTP_RT,BG	97.31 
A,Y_GE60,F,PTP_RT,DE	97.47 
A,Y_GE60,F,PTP_RT,EE	96.42 
A,Y_GE60,F,PTP_RT,FI	99.12 
A,Y_GE60,F,PTP_RT,NO	97.19 
A,Y_GE60,F,PTP_RT,RS	94.72 
A,Y_GE60,F,PTP_TIME,AT	4:55 
A,Y_GE60,F,PTP_TIME,BG	6:07 
A,Y_GE60,F,PTP_TIME,DE	5:11 
A,Y_GE60,F,PTP_TIME,EE	5:51 
A,Y_GE60,F,PTP_TIME,FI	4:53 
A,Y_GE60,F,PTP_TIME,NO	5:48 
A,Y_GE60,F,PTP_TIME,RS	5:48 
A,Y_GE60,F,TIME_SP,AT	4:41 
A,Y_GE60,F,TIME_SP,BG	5:57 
A,Y_GE60,F,TIME_SP,DE	5:03 
A,Y_GE60,F,TIME_SP,EE	5:38 
A,Y_GE60,F,TIME_SP,FI	4:50 
A,Y_GE60,F,TIME_SP,NO	5:39 
A,Y_GE60,F,TIME_SP,RS	5:29 
A,Y_GE60,M,PTP_RT,AT	87.72 
A,Y_GE60,M,PTP_RT,BG	93.23 
A,Y_GE60,M,PTP_RT,DE	95.04 
A,Y_GE60,M,PTP_RT,EE	92.06 
A,Y_GE60,M,PTP_RT,FI	94.91 
A,Y_GE60,M,PTP_RT,NO	93.31 
A,Y_GE60,M,PTP_RT,RS	89.32 
A,Y_GE60,M,PTP_TIME,AT	4:30 
A,Y_GE60,M,PTP_TIME,BG	5:13 
A,Y_GE60,M,PTP_TIME,DE	4:57 
A,Y_GE60,M,PTP_TIME,EE	5:47 
A,Y_GE60,M,PTP_TIME,FI	4:32 
A,Y_GE60,M,PTP_TIME,NO	6:18 
A,Y_GE60,M,PTP_TIME,RS	5:14 
A,Y_GE60,M,TIME_SP,AT	3:57 
A,Y_GE60,M,TIME_SP,BG	4:51 
A,Y_GE60,M,TIME_SP,DE	4:42 
A,Y_GE60,M,TIME_SP,EE	5:19 
A,Y_GE60,M,TIME_SP,FI	4:18 
A,Y_GE60,M,TIME_SP,NO	5:53 
A,Y_GE60,M,TIME_SP,RS	4:40 
A,Y_GE60,T,PTP_RT,AT	91.74 
A,Y_GE60,T,PTP_RT,BG	95.63 
A,Y_GE60,T,PTP_RT,DE	96.36 
A,Y_GE60,T,PTP_RT,EE	94.78 
A,Y_GE60,T,PTP_RT,FI	97.22 
A,Y_GE60,T,PTP_RT,NO	95.26 
A,Y_GE60,T,PTP_RT,RS	92.37 
A,Y_GE60,T,PTP_TIME,AT	4:44 
A,Y_GE60,T,PTP_TIME,BG	5:45 
A,Y_GE60,T,PTP_TIME,DE	5:04 
A,Y_GE60,T,PTP_TIME,EE	5:49 
A,Y_GE60,T,PTP_TIME,FI	4:44 
A,Y_GE60,T,PTP_TIME,NO	6:03 
A,Y_GE60,T,PTP_TIME,RS	5:33 
A,Y_GE60,T,TIME_SP,AT	4:21 
A,Y_GE60,T,TIME_SP,BG	5:30 
A,Y_GE60,T,TIME_SP,DE	4:53 
A,Y_GE60,T,TIME_SP,EE	5:31 
A,Y_GE60,T,TIME_SP,FI	4:36 
A,Y_GE60,T,TIME_SP,NO	5:46 
A,Y_GE60,T,TIME_SP,RS	5:08 
A,Y_GE65,F,PTP_RT,AT	93.98 
A,Y_GE65,F,PTP_RT,BG	97.26 
A,Y_GE65,F,PTP_RT,DE	97.40 
A,Y_GE65,F,PTP_RT,EE	95.91 
A,Y_GE65,F,PTP_RT,FI	99.10 
A,Y_GE65,F,PTP_RT,NO	97.86 
A,Y_GE65,F,PTP_RT,RS	93.17 
A,Y_GE65,F,PTP_TIME,AT	4:39 
A,Y_GE65,F,PTP_TIME,BG	5:39 
A,Y_GE65,F,PTP_TIME,DE	4:46 
A,Y_GE65,F,PTP_TIME,EE	5:15 
A,Y_GE65,F,PTP_TIME,FI	4:33 
A,Y_GE65,F,PTP_TIME,NO	5:12 
A,Y_GE65,F,PTP_TIME,RS	5:19 
A,Y_GE65,F,TIME_SP,AT	4:23 
A,Y_GE65,F,TIME_SP,BG	5:30 
A,Y_GE65,F,TIME_SP,DE	4:39 
A,Y_GE65,F,TIME_SP,EE	5:02 
A,Y_GE65,F,TIME_SP,FI	4:30 
A,Y_GE65,F,TIME_SP,NO	5:05 
A,Y_GE65,F,TIME_SP,RS	4:57 
A,Y_GE65,M,PTP_RT,AT	86.02 
A,Y_GE65,M,PTP_RT,BG	91.26 
A,Y_GE65,M,PTP_RT,DE	94.77 
A,Y_GE65,M,PTP_RT,EE	90.61 
A,Y_GE65,M,PTP_RT,FI	94.29 
A,Y_GE65,M,PTP_RT,NO	93.56 
A,Y_GE65,M,PTP_RT,RS	87.58 
A,Y_GE65,M,PTP_TIME,AT	3:57 
A,Y_GE65,M,PTP_TIME,BG	4:29 
A,Y_GE65,M,PTP_TIME,DE	4:19 
A,Y_GE65,M,PTP_TIME,EE	4:57 
A,Y_GE65,M,PTP_TIME,FI	4:11 
A,Y_GE65,M,PTP_TIME,NO	5:50 
A,Y_GE65,M,PTP_TIME,RS	4:32 
A,Y_GE65,M,TIME_SP,AT	3:24 
A,Y_GE65,M,TIME_SP,BG	4:06 
A,Y_GE65,M,TIME_SP,DE	4:05 
A,Y_GE65,M,TIME_SP,EE	4:30 
A,Y_GE65,M,TIME_SP,FI	3:57 
A,Y_GE65,M,TIME_SP,NO	5:27 
A,Y_GE65,M,TIME_SP,RS	3:58 
A,Y_GE65,T,PTP_RT,AT	90.43 
A,Y_GE65,T,PTP_RT,BG	94.91 
A,Y_GE65,T,PTP_RT,DE	96.23 
A,Y_GE65,T,PTP_RT,EE	94.06 
A,Y_GE65,T,PTP_RT,FI	96.93 
A,Y_GE65,T,PTP_RT,NO	95.80 
A,Y_GE65,T,PTP_RT,RS	90.77 
A,Y_GE65,T,PTP_TIME,AT	4:21 
A,Y_GE65,T,PTP_TIME,BG	5:13 
A,Y_GE65,T,PTP_TIME,DE	4:34 
A,Y_GE65,T,PTP_TIME,EE	5:09 
A,Y_GE65,T,PTP_TIME,FI	4:23 
A,Y_GE65,T,PTP_TIME,NO	5:30 
A,Y_GE65,T,PTP_TIME,RS	4:59 
A,Y_GE65,T,TIME_SP,AT	3:56 
A,Y_GE65,T,TIME_SP,BG	4:57 
A,Y_GE65,T,TIME_SP,DE	4:24 
A,Y_GE65,T,TIME_SP,EE	4:51 
A,Y_GE65,T,TIME_SP,FI	4:15 
A,Y_GE65,T,TIME_SP,NO	5:16 
A,Y_GE65,T,TIME_SP,RS	4:32 
A,Y_GE75,F,PTP_RT,AT	91.56 
A,Y_GE75,F,PTP_RT,BG	94.39 
A,Y_GE75,F,PTP_RT,DE	95.97 
A,Y_GE75,F,PTP_RT,EE	92.67 
A,Y_GE75,F,PTP_RT,FI	99.19 
A,Y_GE75,F,PTP_RT,NO	98.17 
A,Y_GE75,F,PTP_RT,RS	88.96 
A,Y_GE75,F,PTP_TIME,AT	4:14 
A,Y_GE75,F,PTP_TIME,BG	5:08 
A,Y_GE75,F,PTP_TIME,DE	4:18 
A,Y_GE75,F,PTP_TIME,EE	4:36 
A,Y_GE75,F,PTP_TIME,FI	4:09 
A,Y_GE75,F,PTP_TIME,NO	5:05 
A,Y_GE75,F,PTP_TIME,RS	4:24 
A,Y_GE75,F,TIME_SP,AT	3:53 
A,Y_GE75,F,TIME_SP,BG	4:51 
A,Y_GE75,F,TIME_SP,DE	4:07 
A,Y_GE75,F,TIME_SP,EE	4:16 
A,Y_GE75,F,TIME_SP,FI	4:07 
A,Y_GE75,F,TIME_SP,NO	4:59 
A,Y_GE75,F,TIME_SP,RS	3:55 
A,Y_GE75,M,PTP_RT,AT	80.63 
A,Y_GE75,M,PTP_RT,BG	87.43 
A,Y_GE75,M,PTP_RT,DE	94.06 
A,Y_GE75,M,PTP_RT,EE	88.74 
A,Y_GE75,M,PTP_RT,FI	93.29 
A,Y_GE75,M,PTP_RT,NO	89.07 
A,Y_GE75,M,PTP_RT,RS	75.28 
A,Y_GE75,M,PTP_TIME,AT	3:27 
A,Y_GE75,M,PTP_TIME,BG	3:51 
A,Y_GE75,M,PTP_TIME,DE	3:55 
A,Y_GE75,M,PTP_TIME,EE	4:18 
A,Y_GE75,M,PTP_TIME,FI	3:41 
A,Y_GE75,M,PTP_TIME,NO	4:34 
A,Y_GE75,M,PTP_TIME,RS	3:59 
A,Y_GE75,M,TIME_SP,AT	2:47 
A,Y_GE75,M,TIME_SP,BG	3:22 
A,Y_GE75,M,TIME_SP,DE	3:41 
A,Y_GE75,M,TIME_SP,EE	3:49 
A,Y_GE75,M,TIME_SP,FI	3:26 
A,Y_GE75,M,TIME_SP,NO	4:04 
A,Y_GE75,M,TIME_SP,RS	3:00 
A,Y_GE75,T,PTP_RT,AT	87.05 
A,Y_GE75,T,PTP_RT,BG	91.97 
A,Y_GE75,T,PTP_RT,DE	95.09 
A,Y_GE75,T,PTP_RT,EE	91.52 
A,Y_GE75,T,PTP_RT,FI	96.83 
A,Y_GE75,T,PTP_RT,NO	93.65 
A,Y_GE75,T,PTP_RT,RS	83.55 
A,Y_GE75,T,PTP_TIME,AT	3:56 
A,Y_GE75,T,PTP_TIME,BG	4:43 
A,Y_GE75,T,PTP_TIME,DE	4:07 
A,Y_GE75,T,PTP_TIME,EE	4:31 
A,Y_GE75,T,PTP_TIME,FI	3:58 
A,Y_GE75,T,PTP_TIME,NO	4:50 
A,Y_GE75,T,PTP_TIME,RS	4:15 
A,Y_GE75,T,TIME_SP,AT	3:26 
A,Y_GE75,T,TIME_SP,BG	4:20 
A,Y_GE75,T,TIME_SP,DE	3:55 
A,Y_GE75,T,TIME_SP,EE	4:08 
A,Y_GE75,T,TIME_SP,FI	3:51 
A,Y_GE75,T,TIME_SP,NO	4:32 
A,Y_GE75,T,TIME_SP,RS	3:33 
