freq,sex,age,acl18,unit,geo\TIME_PERIOD	2020 
A,F,Y35-44,TOTAL,TIME_SP,EE	3:09 
A,F,Y35-44,TOTAL,TIME_SP,FI	3:42 
A,F,Y35-44,TOTAL,TIME_SP,NO	4:11 
A,F,Y35-44,TOTAL,TIME_SP,RS	3:07 
A,F,Y45-54,AC021,PTP_RT,AT	21.28 
A,F,Y45-54,AC021,PTP_RT,BG	1.55 
A,F,Y45-54,AC021,PTP_RT,DE	18.50 
A,F,Y45-54,AC021,PTP_RT,EE	5.13 
A,F,Y45-54,AC021,PTP_RT,FI	24.55 
A,F,Y45-54,AC021,PTP_RT,NO	22.31 
A,F,Y45-54,AC021,PTP_RT,RS	24.58 
A,F,Y45-54,AC021,PTP_TIME,AT	1:24 
A,F,Y45-54,AC021,PTP_TIME,BG	: u
A,F,Y45-54,AC021,PTP_TIME,DE	1:01 
A,F,Y45-54,AC021,PTP_TIME,EE	0:52 u
A,F,Y45-54,AC021,PTP_TIME,FI	0:48 
A,F,Y45-54,AC021,PTP_TIME,NO	2:14 
A,F,Y45-54,AC021,PTP_TIME,RS	0:45 
A,F,Y45-54,AC021,TIME_SP,AT	0:18 
A,F,Y45-54,AC021,TIME_SP,BG	0:01 
A,F,Y45-54,AC021,TIME_SP,DE	0:11 
A,F,Y45-54,AC021,TIME_SP,EE	0:03 
A,F,Y45-54,AC021,TIME_SP,FI	0:12 
A,F,Y45-54,AC021,TIME_SP,NO	0:30 
A,F,Y45-54,AC021,TIME_SP,RS	0:11 
A,F,Y45-54,AC121,PTP_RT,AT	11.52 
A,F,Y45-54,AC121,PTP_RT,BG	36.37 
A,F,Y45-54,AC121,PTP_RT,DE	17.48 
A,F,Y45-54,AC121,PTP_RT,EE	28.96 
A,F,Y45-54,AC121,PTP_RT,FI	23.81 
A,F,Y45-54,AC121,PTP_RT,NO	1.06 
A,F,Y45-54,AC121,PTP_RT,RS	34.75 
A,F,Y45-54,AC121,PTP_TIME,AT	0:35 
A,F,Y45-54,AC121,PTP_TIME,BG	0:42 
A,F,Y45-54,AC121,PTP_TIME,DE	0:35 
A,F,Y45-54,AC121,PTP_TIME,EE	0:35 
A,F,Y45-54,AC121,PTP_TIME,FI	0:34 
A,F,Y45-54,AC121,PTP_TIME,NO	: u
A,F,Y45-54,AC121,PTP_TIME,RS	0:40 
A,F,Y45-54,AC121,TIME_SP,AT	0:04 
A,F,Y45-54,AC121,TIME_SP,BG	0:15 
A,F,Y45-54,AC121,TIME_SP,DE	0:06 
A,F,Y45-54,AC121,TIME_SP,EE	0:10 
A,F,Y45-54,AC121,TIME_SP,FI	0:08 
A,F,Y45-54,AC121,TIME_SP,NO	0:02 
A,F,Y45-54,AC121,TIME_SP,RS	0:14 
A,F,Y45-54,AC38,PTP_RT,AT	9.74 
A,F,Y45-54,AC38,PTP_RT,BG	9.19 
A,F,Y45-54,AC38,PTP_RT,DE	12.31 
A,F,Y45-54,AC38,PTP_RT,EE	7.51 
A,F,Y45-54,AC38,PTP_RT,FI	5.68 
A,F,Y45-54,AC38,PTP_RT,NO	4.00 
A,F,Y45-54,AC38,PTP_RT,RS	8.93 
A,F,Y45-54,AC38,PTP_TIME,AT	1:07 
A,F,Y45-54,AC38,PTP_TIME,BG	0:47 
A,F,Y45-54,AC38,PTP_TIME,DE	1:50 
A,F,Y45-54,AC38,PTP_TIME,EE	0:50 u
A,F,Y45-54,AC38,PTP_TIME,FI	0:51 
A,F,Y45-54,AC38,PTP_TIME,NO	1:07 u
A,F,Y45-54,AC38,PTP_TIME,RS	0:52 u
A,F,Y45-54,AC38,TIME_SP,AT	0:06 
A,F,Y45-54,AC38,TIME_SP,BG	0:04 
A,F,Y45-54,AC38,TIME_SP,DE	0:14 
A,F,Y45-54,AC38,TIME_SP,EE	0:04 
A,F,Y45-54,AC38,TIME_SP,FI	0:03 
A,F,Y45-54,AC38,TIME_SP,NO	0:03 
A,F,Y45-54,AC38,TIME_SP,RS	0:05 
A,F,Y45-54,AC3_713_X_38,PTP_RT,AT	34.69 
A,F,Y45-54,AC3_713_X_38,PTP_RT,BG	2.80 
A,F,Y45-54,AC3_713_X_38,PTP_RT,DE	31.91 
A,F,Y45-54,AC3_713_X_38,PTP_RT,EE	16.50 
A,F,Y45-54,AC3_713_X_38,PTP_RT,FI	21.98 
A,F,Y45-54,AC3_713_X_38,PTP_RT,NO	47.10 
A,F,Y45-54,AC3_713_X_38,PTP_RT,RS	23.92 
A,F,Y45-54,AC3_713_X_38,PTP_TIME,AT	1:20 
A,F,Y45-54,AC3_713_X_38,PTP_TIME,BG	0:25 u
A,F,Y45-54,AC3_713_X_38,PTP_TIME,DE	0:54 
A,F,Y45-54,AC3_713_X_38,PTP_TIME,EE	1:06 
A,F,Y45-54,AC3_713_X_38,PTP_TIME,FI	1:07 
A,F,Y45-54,AC3_713_X_38,PTP_TIME,NO	2:01 
A,F,Y45-54,AC3_713_X_38,PTP_TIME,RS	0:43 
A,F,Y45-54,AC3_713_X_38,TIME_SP,AT	0:28 
A,F,Y45-54,AC3_713_X_38,TIME_SP,BG	0:01 
A,F,Y45-54,AC3_713_X_38,TIME_SP,DE	0:17 
A,F,Y45-54,AC3_713_X_38,TIME_SP,EE	0:11 
A,F,Y45-54,AC3_713_X_38,TIME_SP,FI	0:15 
A,F,Y45-54,AC3_713_X_38,TIME_SP,NO	0:57 
A,F,Y45-54,AC3_713_X_38,TIME_SP,RS	0:10 
A,F,Y45-54,AC511,PTP_RT,AT	22.78 
A,F,Y45-54,AC511,PTP_RT,BG	58.97 
A,F,Y45-54,AC511,PTP_RT,DE	26.38 
A,F,Y45-54,AC511,PTP_RT,EE	25.16 
A,F,Y45-54,AC511,PTP_RT,FI	11.82 
A,F,Y45-54,AC511,PTP_RT,NO	2.31 
A,F,Y45-54,AC511,PTP_RT,RS	55.34 
A,F,Y45-54,AC511,PTP_TIME,AT	1:21 
A,F,Y45-54,AC511,PTP_TIME,BG	1:34 
A,F,Y45-54,AC511,PTP_TIME,DE	1:59 
A,F,Y45-54,AC511,PTP_TIME,EE	1:23 
A,F,Y45-54,AC511,PTP_TIME,FI	1:13 
A,F,Y45-54,AC511,PTP_TIME,NO	: u
A,F,Y45-54,AC511,PTP_TIME,RS	1:45 
A,F,Y45-54,AC511,TIME_SP,AT	0:18 
A,F,Y45-54,AC511,TIME_SP,BG	0:55 
A,F,Y45-54,AC511,TIME_SP,DE	0:31 
A,F,Y45-54,AC511,TIME_SP,EE	0:21 
A,F,Y45-54,AC511,TIME_SP,FI	0:09 
A,F,Y45-54,AC511,TIME_SP,NO	0:01 
A,F,Y45-54,AC511,TIME_SP,RS	0:58 
A,F,Y45-54,AC512_513_519,PTP_RT,AT	21.13 
A,F,Y45-54,AC512_513_519,PTP_RT,BG	31.33 
A,F,Y45-54,AC512_513_519,PTP_RT,DE	27.95 
A,F,Y45-54,AC512_513_519,PTP_RT,EE	20.08 
A,F,Y45-54,AC512_513_519,PTP_RT,FI	16.01 
A,F,Y45-54,AC512_513_519,PTP_RT,NO	22.77 
A,F,Y45-54,AC512_513_519,PTP_RT,RS	29.40 
A,F,Y45-54,AC512_513_519,PTP_TIME,AT	1:59 
A,F,Y45-54,AC512_513_519,PTP_TIME,BG	1:17 
A,F,Y45-54,AC512_513_519,PTP_TIME,DE	2:07 
A,F,Y45-54,AC512_513_519,PTP_TIME,EE	1:48 
A,F,Y45-54,AC512_513_519,PTP_TIME,FI	1:45 
A,F,Y45-54,AC512_513_519,PTP_TIME,NO	2:04 
A,F,Y45-54,AC512_513_519,PTP_TIME,RS	1:18 
A,F,Y45-54,AC512_513_519,TIME_SP,AT	0:25 
A,F,Y45-54,AC512_513_519,TIME_SP,BG	0:24 
A,F,Y45-54,AC512_513_519,TIME_SP,DE	0:35 
A,F,Y45-54,AC512_513_519,TIME_SP,EE	0:22 
A,F,Y45-54,AC512_513_519,TIME_SP,FI	0:17 
A,F,Y45-54,AC512_513_519,TIME_SP,NO	0:28 
A,F,Y45-54,AC512_513_519,TIME_SP,RS	0:23 
A,F,Y45-54,AC514-516,PTP_RT,AT	28.87 
A,F,Y45-54,AC514-516,PTP_RT,BG	17.48 
A,F,Y45-54,AC514-516,PTP_RT,DE	23.00 
A,F,Y45-54,AC514-516,PTP_RT,EE	18.68 
A,F,Y45-54,AC514-516,PTP_RT,FI	26.01 
A,F,Y45-54,AC514-516,PTP_RT,NO	32.67 
A,F,Y45-54,AC514-516,PTP_RT,RS	25.52 
A,F,Y45-54,AC514-516,PTP_TIME,AT	1:06 
A,F,Y45-54,AC514-516,PTP_TIME,BG	0:39 
A,F,Y45-54,AC514-516,PTP_TIME,DE	1:05 
A,F,Y45-54,AC514-516,PTP_TIME,EE	0:45 
A,F,Y45-54,AC514-516,PTP_TIME,FI	1:07 
A,F,Y45-54,AC514-516,PTP_TIME,NO	1:54 
A,F,Y45-54,AC514-516,PTP_TIME,RS	0:42 
A,F,Y45-54,AC514-516,TIME_SP,AT	0:19 
A,F,Y45-54,AC514-516,TIME_SP,BG	0:07 
A,F,Y45-54,AC514-516,TIME_SP,DE	0:15 
A,F,Y45-54,AC514-516,TIME_SP,EE	0:08 
A,F,Y45-54,AC514-516,TIME_SP,FI	0:17 
A,F,Y45-54,AC514-516,TIME_SP,NO	0:37 
A,F,Y45-54,AC514-516,TIME_SP,RS	0:11 
A,F,Y45-54,AC531,PTP_RT,AT	6.05 
A,F,Y45-54,AC531,PTP_RT,BG	0.91 
A,F,Y45-54,AC531,PTP_RT,DE	0.28 
A,F,Y45-54,AC531,PTP_RT,EE	6.58 
A,F,Y45-54,AC531,PTP_RT,FI	19.29 
A,F,Y45-54,AC531,PTP_RT,NO	5.61 
A,F,Y45-54,AC531,PTP_RT,RS	2.29 
A,F,Y45-54,AC531,PTP_TIME,AT	1:18 
A,F,Y45-54,AC531,PTP_TIME,BG	: u
A,F,Y45-54,AC531,PTP_TIME,DE	: u
A,F,Y45-54,AC531,PTP_TIME,EE	0:59 u
A,F,Y45-54,AC531,PTP_TIME,FI	0:58 
A,F,Y45-54,AC531,PTP_TIME,NO	1:01 u
A,F,Y45-54,AC531,PTP_TIME,RS	: u
A,F,Y45-54,AC531,TIME_SP,AT	0:05 
A,F,Y45-54,AC531,TIME_SP,BG	0:00 
A,F,Y45-54,AC531,TIME_SP,DE	0:00 
A,F,Y45-54,AC531,TIME_SP,EE	0:04 
A,F,Y45-54,AC531,TIME_SP,FI	0:11 
A,F,Y45-54,AC531,TIME_SP,NO	0:03 
A,F,Y45-54,AC531,TIME_SP,RS	0:01 
A,F,Y45-54,AC72,PTP_RT,AT	4.59 
A,F,Y45-54,AC72,PTP_RT,BG	0.86 
A,F,Y45-54,AC72,PTP_RT,DE	10.51 
A,F,Y45-54,AC72,PTP_RT,EE	7.27 
A,F,Y45-54,AC72,PTP_RT,FI	15.49 
A,F,Y45-54,AC72,PTP_RT,NO	5.34 
A,F,Y45-54,AC72,PTP_RT,RS	3.73 
A,F,Y45-54,AC72,PTP_TIME,AT	1:35 
A,F,Y45-54,AC72,PTP_TIME,BG	: u
A,F,Y45-54,AC72,PTP_TIME,DE	1:23 
A,F,Y45-54,AC72,PTP_TIME,EE	0:49 u
A,F,Y45-54,AC72,PTP_TIME,FI	1:12 
A,F,Y45-54,AC72,PTP_TIME,NO	1:30 u
A,F,Y45-54,AC72,PTP_TIME,RS	0:55 u
A,F,Y45-54,AC72,TIME_SP,AT	0:04 
A,F,Y45-54,AC72,TIME_SP,BG	0:00 
A,F,Y45-54,AC72,TIME_SP,DE	0:09 
A,F,Y45-54,AC72,TIME_SP,EE	0:04 
A,F,Y45-54,AC72,TIME_SP,FI	0:11 
A,F,Y45-54,AC72,TIME_SP,NO	0:05 
A,F,Y45-54,AC72,TIME_SP,RS	0:02 
A,F,Y45-54,AC81,PTP_RT,AT	23.01 
A,F,Y45-54,AC81,PTP_RT,BG	0.88 
A,F,Y45-54,AC81,PTP_RT,DE	12.62 
A,F,Y45-54,AC81,PTP_RT,EE	16.11 
A,F,Y45-54,AC81,PTP_RT,FI	40.62 
A,F,Y45-54,AC81,PTP_RT,NO	19.30 
A,F,Y45-54,AC81,PTP_RT,RS	5.25 
A,F,Y45-54,AC81,PTP_TIME,AT	1:02 
A,F,Y45-54,AC81,PTP_TIME,BG	: u
A,F,Y45-54,AC81,PTP_TIME,DE	0:54 
A,F,Y45-54,AC81,PTP_TIME,EE	0:48 
A,F,Y45-54,AC81,PTP_TIME,FI	1:14 
A,F,Y45-54,AC81,PTP_TIME,NO	1:14 
A,F,Y45-54,AC81,PTP_TIME,RS	0:50 u
A,F,Y45-54,AC81,TIME_SP,AT	0:14 
A,F,Y45-54,AC81,TIME_SP,BG	0:00 
A,F,Y45-54,AC81,TIME_SP,DE	0:07 
A,F,Y45-54,AC81,TIME_SP,EE	0:08 
A,F,Y45-54,AC81,TIME_SP,FI	0:30 
A,F,Y45-54,AC81,TIME_SP,NO	0:14 
A,F,Y45-54,AC81,TIME_SP,RS	0:03 
A,F,Y45-54,AC821,PTP_RT,AT	24.17 
A,F,Y45-54,AC821,PTP_RT,BG	55.09 
A,F,Y45-54,AC821,PTP_RT,DE	24.03 
A,F,Y45-54,AC821,PTP_RT,EE	34.72 
A,F,Y45-54,AC821,PTP_RT,FI	34.81 
A,F,Y45-54,AC821,PTP_RT,NO	25.64 
A,F,Y45-54,AC821,PTP_RT,RS	30.85 
A,F,Y45-54,AC821,PTP_TIME,AT	1:20 
A,F,Y45-54,AC821,PTP_TIME,BG	1:27 
A,F,Y45-54,AC821,PTP_TIME,DE	1:18 
A,F,Y45-54,AC821,PTP_TIME,EE	1:20 
A,F,Y45-54,AC821,PTP_TIME,FI	1:21 
A,F,Y45-54,AC821,PTP_TIME,NO	1:56 
A,F,Y45-54,AC821,PTP_TIME,RS	1:19 
A,F,Y45-54,AC821,TIME_SP,AT	0:19 
A,F,Y45-54,AC821,TIME_SP,BG	0:48 
A,F,Y45-54,AC821,TIME_SP,DE	0:19 
A,F,Y45-54,AC821,TIME_SP,EE	0:28 
A,F,Y45-54,AC821,TIME_SP,FI	0:28 
A,F,Y45-54,AC821,TIME_SP,NO	0:30 
A,F,Y45-54,AC821,TIME_SP,RS	0:24 
A,F,Y45-54,AC831,PTP_RT,AT	31.71 
A,F,Y45-54,AC831,PTP_RT,BG	24.68 
A,F,Y45-54,AC831,PTP_RT,DE	46.51 
A,F,Y45-54,AC831,PTP_RT,EE	37.15 
A,F,Y45-54,AC831,PTP_RT,FI	47.06 
A,F,Y45-54,AC831,PTP_RT,NO	23.32 
A,F,Y45-54,AC831,PTP_RT,RS	17.54 
A,F,Y45-54,AC831,PTP_TIME,AT	1:51 
A,F,Y45-54,AC831,PTP_TIME,BG	1:14 
A,F,Y45-54,AC831,PTP_TIME,DE	2:18 
A,F,Y45-54,AC831,PTP_TIME,EE	1:38 
A,F,Y45-54,AC831,PTP_TIME,FI	1:49 
A,F,Y45-54,AC831,PTP_TIME,NO	1:48 
A,F,Y45-54,AC831,PTP_TIME,RS	1:38 
A,F,Y45-54,AC831,TIME_SP,AT	0:35 
A,F,Y45-54,AC831,TIME_SP,BG	0:18 
A,F,Y45-54,AC831,TIME_SP,DE	1:04 
A,F,Y45-54,AC831,TIME_SP,EE	0:37 
A,F,Y45-54,AC831,TIME_SP,FI	0:51 
A,F,Y45-54,AC831,TIME_SP,NO	0:25 
A,F,Y45-54,AC831,TIME_SP,RS	0:17 
A,F,Y45-54,TOTAL,PTP_RT,AT	84.29 
A,F,Y45-54,TOTAL,PTP_RT,BG	93.66 
A,F,Y45-54,TOTAL,PTP_RT,DE	86.85 
A,F,Y45-54,TOTAL,PTP_RT,EE	84.01 
A,F,Y45-54,TOTAL,PTP_RT,FI	90.83 
A,F,Y45-54,TOTAL,PTP_RT,NO	83.56 
A,F,Y45-54,TOTAL,PTP_RT,RS	90.08 
A,F,Y45-54,TOTAL,PTP_TIME,AT	3:53 
A,F,Y45-54,TOTAL,PTP_TIME,BG	3:06 
A,F,Y45-54,TOTAL,PTP_TIME,DE	4:23 
A,F,Y45-54,TOTAL,PTP_TIME,EE	3:08 
A,F,Y45-54,TOTAL,PTP_TIME,FI	3:54 
A,F,Y45-54,TOTAL,PTP_TIME,NO	4:42 
A,F,Y45-54,TOTAL,PTP_TIME,RS	3:19 
A,F,Y45-54,TOTAL,TIME_SP,AT	3:17 
A,F,Y45-54,TOTAL,TIME_SP,BG	2:54 
A,F,Y45-54,TOTAL,TIME_SP,DE	3:48 
A,F,Y45-54,TOTAL,TIME_SP,EE	2:38 
A,F,Y45-54,TOTAL,TIME_SP,FI	3:32 
A,F,Y45-54,TOTAL,TIME_SP,NO	3:56 
A,F,Y45-54,TOTAL,TIME_SP,RS	2:59 
A,F,Y45-64,AC021,PTP_RT,AT	19.29 
A,F,Y45-64,AC021,PTP_RT,BG	1.47 
A,F,Y45-64,AC021,PTP_RT,DE	18.46 
A,F,Y45-64,AC021,PTP_RT,EE	5.30 
A,F,Y45-64,AC021,PTP_RT,FI	21.85 
A,F,Y45-64,AC021,PTP_RT,NO	22.22 
A,F,Y45-64,AC021,PTP_RT,RS	24.29 
A,F,Y45-64,AC021,PTP_TIME,AT	1:17 
A,F,Y45-64,AC021,PTP_TIME,BG	0:48 u
A,F,Y45-64,AC021,PTP_TIME,DE	1:02 
A,F,Y45-64,AC021,PTP_TIME,EE	0:44 
A,F,Y45-64,AC021,PTP_TIME,FI	0:51 
A,F,Y45-64,AC021,PTP_TIME,NO	2:11 
A,F,Y45-64,AC021,PTP_TIME,RS	0:46 
A,F,Y45-64,AC021,TIME_SP,AT	0:15 
A,F,Y45-64,AC021,TIME_SP,BG	0:01 
A,F,Y45-64,AC021,TIME_SP,DE	0:11 
A,F,Y45-64,AC021,TIME_SP,EE	0:02 
A,F,Y45-64,AC021,TIME_SP,FI	0:11 
A,F,Y45-64,AC021,TIME_SP,NO	0:29 
A,F,Y45-64,AC021,TIME_SP,RS	0:11 
A,F,Y45-64,AC121,PTP_RT,AT	8.33 
A,F,Y45-64,AC121,PTP_RT,BG	30.60 
A,F,Y45-64,AC121,PTP_RT,DE	14.29 
A,F,Y45-64,AC121,PTP_RT,EE	26.26 
A,F,Y45-64,AC121,PTP_RT,FI	19.72 
A,F,Y45-64,AC121,PTP_RT,NO	1.64 
A,F,Y45-64,AC121,PTP_RT,RS	30.51 
A,F,Y45-64,AC121,PTP_TIME,AT	0:39 
A,F,Y45-64,AC121,PTP_TIME,BG	0:42 
A,F,Y45-64,AC121,PTP_TIME,DE	0:35 
A,F,Y45-64,AC121,PTP_TIME,EE	0:34 
A,F,Y45-64,AC121,PTP_TIME,FI	0:33 
A,F,Y45-64,AC121,PTP_TIME,NO	: u
A,F,Y45-64,AC121,PTP_TIME,RS	0:41 
A,F,Y45-64,AC121,TIME_SP,AT	0:03 
A,F,Y45-64,AC121,TIME_SP,BG	0:13 
A,F,Y45-64,AC121,TIME_SP,DE	0:05 
A,F,Y45-64,AC121,TIME_SP,EE	0:09 
A,F,Y45-64,AC121,TIME_SP,FI	0:07 
A,F,Y45-64,AC121,TIME_SP,NO	0:04 
A,F,Y45-64,AC121,TIME_SP,RS	0:12 
A,F,Y45-64,AC38,PTP_RT,AT	5.01 
A,F,Y45-64,AC38,PTP_RT,BG	5.82 
A,F,Y45-64,AC38,PTP_RT,DE	6.01 
A,F,Y45-64,AC38,PTP_RT,EE	3.87 
A,F,Y45-64,AC38,PTP_RT,FI	3.03 
A,F,Y45-64,AC38,PTP_RT,NO	2.49 
A,F,Y45-64,AC38,PTP_RT,RS	5.56 
A,F,Y45-64,AC38,PTP_TIME,AT	1:08 
A,F,Y45-64,AC38,PTP_TIME,BG	0:47 
A,F,Y45-64,AC38,PTP_TIME,DE	1:47 
A,F,Y45-64,AC38,PTP_TIME,EE	0:49 u
A,F,Y45-64,AC38,PTP_TIME,FI	0:54 
A,F,Y45-64,AC38,PTP_TIME,NO	1:07 u
A,F,Y45-64,AC38,PTP_TIME,RS	0:53 
A,F,Y45-64,AC38,TIME_SP,AT	0:03 
A,F,Y45-64,AC38,TIME_SP,BG	0:03 
A,F,Y45-64,AC38,TIME_SP,DE	0:06 
A,F,Y45-64,AC38,TIME_SP,EE	0:02 
A,F,Y45-64,AC38,TIME_SP,FI	0:02 
A,F,Y45-64,AC38,TIME_SP,NO	0:02 
A,F,Y45-64,AC38,TIME_SP,RS	0:03 
A,F,Y45-64,AC3_713_X_38,PTP_RT,AT	35.25 
A,F,Y45-64,AC3_713_X_38,PTP_RT,BG	2.51 
A,F,Y45-64,AC3_713_X_38,PTP_RT,DE	31.98 
A,F,Y45-64,AC3_713_X_38,PTP_RT,EE	19.78 
A,F,Y45-64,AC3_713_X_38,PTP_RT,FI	22.09 
A,F,Y45-64,AC3_713_X_38,PTP_RT,NO	46.13 
A,F,Y45-64,AC3_713_X_38,PTP_RT,RS	22.63 
A,F,Y45-64,AC3_713_X_38,PTP_TIME,AT	1:26 
A,F,Y45-64,AC3_713_X_38,PTP_TIME,BG	0:28 u
A,F,Y45-64,AC3_713_X_38,PTP_TIME,DE	0:54 
A,F,Y45-64,AC3_713_X_38,PTP_TIME,EE	0:53 
A,F,Y45-64,AC3_713_X_38,PTP_TIME,FI	1:09 
A,F,Y45-64,AC3_713_X_38,PTP_TIME,NO	2:10 
A,F,Y45-64,AC3_713_X_38,PTP_TIME,RS	0:45 
A,F,Y45-64,AC3_713_X_38,TIME_SP,AT	0:30 
A,F,Y45-64,AC3_713_X_38,TIME_SP,BG	0:01 
A,F,Y45-64,AC3_713_X_38,TIME_SP,DE	0:17 
A,F,Y45-64,AC3_713_X_38,TIME_SP,EE	0:10 
A,F,Y45-64,AC3_713_X_38,TIME_SP,FI	0:15 
A,F,Y45-64,AC3_713_X_38,TIME_SP,NO	1:00 
A,F,Y45-64,AC3_713_X_38,TIME_SP,RS	0:10 
A,F,Y45-64,AC511,PTP_RT,AT	22.49 
A,F,Y45-64,AC511,PTP_RT,BG	55.30 
A,F,Y45-64,AC511,PTP_RT,DE	26.54 
A,F,Y45-64,AC511,PTP_RT,EE	21.36 
A,F,Y45-64,AC511,PTP_RT,FI	9.00 
A,F,Y45-64,AC511,PTP_RT,NO	1.90 
A,F,Y45-64,AC511,PTP_RT,RS	50.52 
A,F,Y45-64,AC511,PTP_TIME,AT	1:21 
A,F,Y45-64,AC511,PTP_TIME,BG	1:38 
A,F,Y45-64,AC511,PTP_TIME,DE	2:02 
A,F,Y45-64,AC511,PTP_TIME,EE	1:24 
A,F,Y45-64,AC511,PTP_TIME,FI	1:16 
A,F,Y45-64,AC511,PTP_TIME,NO	: u
A,F,Y45-64,AC511,PTP_TIME,RS	1:51 
A,F,Y45-64,AC511,TIME_SP,AT	0:18 
A,F,Y45-64,AC511,TIME_SP,BG	0:54 
A,F,Y45-64,AC511,TIME_SP,DE	0:32 
A,F,Y45-64,AC511,TIME_SP,EE	0:18 
A,F,Y45-64,AC511,TIME_SP,FI	0:07 
A,F,Y45-64,AC511,TIME_SP,NO	0:02 
A,F,Y45-64,AC511,TIME_SP,RS	0:56 
A,F,Y45-64,AC512_513_519,PTP_RT,AT	23.27 
A,F,Y45-64,AC512_513_519,PTP_RT,BG	34.36 
A,F,Y45-64,AC512_513_519,PTP_RT,DE	30.91 
A,F,Y45-64,AC512_513_519,PTP_RT,EE	20.97 
A,F,Y45-64,AC512_513_519,PTP_RT,FI	14.58 
A,F,Y45-64,AC512_513_519,PTP_RT,NO	21.37 
A,F,Y45-64,AC512_513_519,PTP_RT,RS	31.01 
A,F,Y45-64,AC512_513_519,PTP_TIME,AT	2:02 
A,F,Y45-64,AC512_513_519,PTP_TIME,BG	1:23 
A,F,Y45-64,AC512_513_519,PTP_TIME,DE	2:08 
A,F,Y45-64,AC512_513_519,PTP_TIME,EE	1:50 
A,F,Y45-64,AC512_513_519,PTP_TIME,FI	1:41 
A,F,Y45-64,AC512_513_519,PTP_TIME,NO	2:00 
A,F,Y45-64,AC512_513_519,PTP_TIME,RS	1:17 
A,F,Y45-64,AC512_513_519,TIME_SP,AT	0:28 
A,F,Y45-64,AC512_513_519,TIME_SP,BG	0:29 
A,F,Y45-64,AC512_513_519,TIME_SP,DE	0:39 
A,F,Y45-64,AC512_513_519,TIME_SP,EE	0:23 
A,F,Y45-64,AC512_513_519,TIME_SP,FI	0:15 
A,F,Y45-64,AC512_513_519,TIME_SP,NO	0:26 
A,F,Y45-64,AC512_513_519,TIME_SP,RS	0:24 
A,F,Y45-64,AC514-516,PTP_RT,AT	27.88 
A,F,Y45-64,AC514-516,PTP_RT,BG	16.52 
A,F,Y45-64,AC514-516,PTP_RT,DE	23.22 
A,F,Y45-64,AC514-516,PTP_RT,EE	19.35 
A,F,Y45-64,AC514-516,PTP_RT,FI	22.77 
A,F,Y45-64,AC514-516,PTP_RT,NO	32.95 
A,F,Y45-64,AC514-516,PTP_RT,RS	23.48 
A,F,Y45-64,AC514-516,PTP_TIME,AT	1:11 
A,F,Y45-64,AC514-516,PTP_TIME,BG	0:39 
A,F,Y45-64,AC514-516,PTP_TIME,DE	1:05 
A,F,Y45-64,AC514-516,PTP_TIME,EE	0:39 
A,F,Y45-64,AC514-516,PTP_TIME,FI	1:06 
A,F,Y45-64,AC514-516,PTP_TIME,NO	1:52 
A,F,Y45-64,AC514-516,PTP_TIME,RS	0:44 
A,F,Y45-64,AC514-516,TIME_SP,AT	0:20 
A,F,Y45-64,AC514-516,TIME_SP,BG	0:06 
A,F,Y45-64,AC514-516,TIME_SP,DE	0:15 
A,F,Y45-64,AC514-516,TIME_SP,EE	0:08 
A,F,Y45-64,AC514-516,TIME_SP,FI	0:15 
A,F,Y45-64,AC514-516,TIME_SP,NO	0:37 
A,F,Y45-64,AC514-516,TIME_SP,RS	0:10 
A,F,Y45-64,AC531,PTP_RT,AT	7.12 
A,F,Y45-64,AC531,PTP_RT,BG	0.86 
A,F,Y45-64,AC531,PTP_RT,DE	0.28 
A,F,Y45-64,AC531,PTP_RT,EE	6.28 
A,F,Y45-64,AC531,PTP_RT,FI	19.76 
A,F,Y45-64,AC531,PTP_RT,NO	4.66 
A,F,Y45-64,AC531,PTP_RT,RS	3.75 
A,F,Y45-64,AC531,PTP_TIME,AT	1:12 
A,F,Y45-64,AC531,PTP_TIME,BG	: u
A,F,Y45-64,AC531,PTP_TIME,DE	1:08 u
A,F,Y45-64,AC531,PTP_TIME,EE	0:58 
A,F,Y45-64,AC531,PTP_TIME,FI	1:11 
A,F,Y45-64,AC531,PTP_TIME,NO	1:03 u
A,F,Y45-64,AC531,PTP_TIME,RS	0:44 
A,F,Y45-64,AC531,TIME_SP,AT	0:05 
A,F,Y45-64,AC531,TIME_SP,BG	0:00 
A,F,Y45-64,AC531,TIME_SP,DE	0:00 
A,F,Y45-64,AC531,TIME_SP,EE	0:04 
A,F,Y45-64,AC531,TIME_SP,FI	0:14 
A,F,Y45-64,AC531,TIME_SP,NO	0:03 
A,F,Y45-64,AC531,TIME_SP,RS	0:02 
A,F,Y45-64,AC72,PTP_RT,AT	4.86 
A,F,Y45-64,AC72,PTP_RT,BG	0.81 
A,F,Y45-64,AC72,PTP_RT,DE	10.74 
A,F,Y45-64,AC72,PTP_RT,EE	5.80 
A,F,Y45-64,AC72,PTP_RT,FI	14.42 
A,F,Y45-64,AC72,PTP_RT,NO	5.03 
A,F,Y45-64,AC72,PTP_RT,RS	4.08 
A,F,Y45-64,AC72,PTP_TIME,AT	1:23 
A,F,Y45-64,AC72,PTP_TIME,BG	: u
A,F,Y45-64,AC72,PTP_TIME,DE	1:20 
A,F,Y45-64,AC72,PTP_TIME,EE	0:46 
A,F,Y45-64,AC72,PTP_TIME,FI	1:15 
