A,F,H0050-0059,TOTAL,PTP_RT,FI	100.0 
A,F,H0050-0059,TOTAL,PTP_RT,NO	100.0 
A,F,H0050-0059,TOTAL,PTP_RT,RS	100.0 
A,F,H0100-0109,AC021,PTP_RT,AT	0.12 
A,F,H0100-0109,AC021,PTP_RT,BG	0.03 
A,F,H0100-0109,AC021,PTP_RT,DE	0.12 
A,F,H0100-0109,AC021,PTP_RT,EE	0.10 
A,F,H0100-0109,AC021,PTP_RT,FI	0.20 
A,F,H0100-0109,AC021,PTP_RT,NO	0.23 
A,F,H0100-0109,AC021,PTP_RT,RS	0.03 
A,F,H0100-0109,AC0_X_021,PTP_RT,AT	96.15 
A,F,H0100-0109,AC0_X_021,PTP_RT,BG	98.66 
A,F,H0100-0109,AC0_X_021,PTP_RT,DE	95.77 
A,F,H0100-0109,AC0_X_021,PTP_RT,EE	95.20 
A,F,H0100-0109,AC0_X_021,PTP_RT,FI	92.87 
A,F,H0100-0109,AC0_X_021,PTP_RT,NO	91.14 
A,F,H0100-0109,AC0_X_021,PTP_RT,RS	98.12 
A,F,H0100-0109,AC1_2,PTP_RT,AT	0.42 
A,F,H0100-0109,AC1_2,PTP_RT,BG	0.17 
A,F,H0100-0109,AC1_2,PTP_RT,DE	0.31 
A,F,H0100-0109,AC1_2,PTP_RT,EE	0.76 
A,F,H0100-0109,AC1_2,PTP_RT,FI	0.46 
A,F,H0100-0109,AC1_2,PTP_RT,NO	1.20 
A,F,H0100-0109,AC1_2,PTP_RT,RS	0.23 
A,F,H0100-0109,AC3_713_936-980,PTP_RT,AT	0.41 
A,F,H0100-0109,AC3_713_936-980,PTP_RT,BG	0.20 
A,F,H0100-0109,AC3_713_936-980,PTP_RT,DE	0.64 
A,F,H0100-0109,AC3_713_936-980,PTP_RT,EE	0.79 
A,F,H0100-0109,AC3_713_936-980,PTP_RT,FI	0.48 
A,F,H0100-0109,AC3_713_936-980,PTP_RT,NO	1.02 
A,F,H0100-0109,AC3_713_936-980,PTP_RT,RS	0.51 
A,F,H0100-0109,AC4-8_998_X_713_821,PTP_RT,AT	2.06 
A,F,H0100-0109,AC4-8_998_X_713_821,PTP_RT,BG	0.55 
A,F,H0100-0109,AC4-8_998_X_713_821,PTP_RT,DE	2.01 
A,F,H0100-0109,AC4-8_998_X_713_821,PTP_RT,EE	1.41 
A,F,H0100-0109,AC4-8_998_X_713_821,PTP_RT,FI	2.23 
A,F,H0100-0109,AC4-8_998_X_713_821,PTP_RT,NO	4.17 
A,F,H0100-0109,AC4-8_998_X_713_821,PTP_RT,RS	0.45 
A,F,H0100-0109,AC821,PTP_RT,AT	0.78 
A,F,H0100-0109,AC821,PTP_RT,BG	0.31 
A,F,H0100-0109,AC821,PTP_RT,DE	1.04 
A,F,H0100-0109,AC821,PTP_RT,EE	0.89 
A,F,H0100-0109,AC821,PTP_RT,FI	1.49 
A,F,H0100-0109,AC821,PTP_RT,NO	1.96 
A,F,H0100-0109,AC821,PTP_RT,RS	0.66 
A,F,H0100-0109,AC910_920,PTP_RT,AT	0.04 
