freq,sex,wstatus,acl18,unit,geo\TIME_PERIOD	2020 
A,F,EMP,AC35,PTP_TIME,EE	0:47 
A,F,EMP,AC35,PTP_TIME,FI	1:13 
A,F,EMP,AC35,PTP_TIME,NO	1:57 
A,F,EMP,AC35,PTP_TIME,RS	: u
A,F,EMP,AC35,TIME_SP,AT	0:02 
A,F,EMP,AC35,TIME_SP,BG	0:00 
A,F,EMP,AC35,TIME_SP,DE	0:04 
A,F,EMP,AC35,TIME_SP,EE	0:01 
A,F,EMP,AC35,TIME_SP,FI	0:04 
A,F,EMP,AC35,TIME_SP,NO	0:06 
A,F,EMP,AC35,TIME_SP,RS	0:00 
A,F,EMP,AC36,PTP_RT,AT	38.37 
A,F,EMP,AC36,PTP_RT,BG	50.81 
A,F,EMP,AC36,PTP_RT,DE	39.47 
A,F,EMP,AC36,PTP_RT,EE	55.45 
A,F,EMP,AC36,PTP_RT,FI	50.75 
A,F,EMP,AC36,PTP_RT,NO	42.07 
A,F,EMP,AC36,PTP_RT,RS	37.69 
A,F,EMP,AC36,PTP_TIME,AT	1:03 
A,F,EMP,AC36,PTP_TIME,BG	0:39 
A,F,EMP,AC36,PTP_TIME,DE	0:54 
A,F,EMP,AC36,PTP_TIME,EE	0:40 
A,F,EMP,AC36,PTP_TIME,FI	0:56 
A,F,EMP,AC36,PTP_TIME,NO	1:09 
A,F,EMP,AC36,PTP_TIME,RS	0:38 
A,F,EMP,AC36,TIME_SP,AT	0:24 
A,F,EMP,AC36,TIME_SP,BG	0:20 
A,F,EMP,AC36,TIME_SP,DE	0:21 
A,F,EMP,AC36,TIME_SP,EE	0:22 
A,F,EMP,AC36,TIME_SP,FI	0:28 
A,F,EMP,AC36,TIME_SP,NO	0:29 
A,F,EMP,AC36,TIME_SP,RS	0:14 
A,F,EMP,AC382_383,PTP_RT,AT	16.31 
A,F,EMP,AC382_383,PTP_RT,BG	13.71 
A,F,EMP,AC382_383,PTP_RT,DE	16.66 
A,F,EMP,AC382_383,PTP_RT,EE	14.97 
A,F,EMP,AC382_383,PTP_RT,FI	13.89 
A,F,EMP,AC382_383,PTP_RT,NO	13.73 
A,F,EMP,AC382_383,PTP_RT,RS	17.05 
A,F,EMP,AC382_383,PTP_TIME,AT	1:43 
A,F,EMP,AC382_383,PTP_TIME,BG	1:02 
A,F,EMP,AC382_383,PTP_TIME,DE	1:31 
A,F,EMP,AC382_383,PTP_TIME,EE	1:00 
A,F,EMP,AC382_383,PTP_TIME,FI	1:00 
A,F,EMP,AC382_383,PTP_TIME,NO	1:20 
A,F,EMP,AC382_383,PTP_TIME,RS	1:14 
A,F,EMP,AC382_383,TIME_SP,AT	0:17 
A,F,EMP,AC382_383,TIME_SP,BG	0:08 
A,F,EMP,AC382_383,TIME_SP,DE	0:15 
A,F,EMP,AC382_383,TIME_SP,EE	0:09 
A,F,EMP,AC382_383,TIME_SP,FI	0:08 
A,F,EMP,AC382_383,TIME_SP,NO	0:11 
A,F,EMP,AC382_383,TIME_SP,RS	0:13 
A,F,EMP,AC38_X_382-383,PTP_RT,AT	19.87 
A,F,EMP,AC38_X_382-383,PTP_RT,BG	18.50 
A,F,EMP,AC38_X_382-383,PTP_RT,DE	19.55 
A,F,EMP,AC38_X_382-383,PTP_RT,EE	17.63 
A,F,EMP,AC38_X_382-383,PTP_RT,FI	18.57 
A,F,EMP,AC38_X_382-383,PTP_RT,NO	21.04 
A,F,EMP,AC38_X_382-383,PTP_RT,RS	20.55 
A,F,EMP,AC38_X_382-383,PTP_TIME,AT	1:47 
A,F,EMP,AC38_X_382-383,PTP_TIME,BG	1:20 
A,F,EMP,AC38_X_382-383,PTP_TIME,DE	2:03 
A,F,EMP,AC38_X_382-383,PTP_TIME,EE	1:12 
A,F,EMP,AC38_X_382-383,PTP_TIME,FI	1:50 
A,F,EMP,AC38_X_382-383,PTP_TIME,NO	1:49 
A,F,EMP,AC38_X_382-383,PTP_TIME,RS	1:34 
A,F,EMP,AC38_X_382-383,TIME_SP,AT	0:21 
A,F,EMP,AC38_X_382-383,TIME_SP,BG	0:15 
A,F,EMP,AC38_X_382-383,TIME_SP,DE	0:24 
A,F,EMP,AC38_X_382-383,TIME_SP,EE	0:13 
A,F,EMP,AC38_X_382-383,TIME_SP,FI	0:20 
A,F,EMP,AC38_X_382-383,TIME_SP,NO	0:23 
A,F,EMP,AC38_X_382-383,TIME_SP,RS	0:19 
A,F,EMP,AC39,PTP_RT,AT	1.19 
A,F,EMP,AC39,PTP_RT,BG	1.06 
A,F,EMP,AC39,PTP_RT,DE	1.42 
A,F,EMP,AC39,PTP_RT,EE	1.68 
A,F,EMP,AC39,PTP_RT,FI	2.07 
A,F,EMP,AC39,PTP_RT,NO	0.42 
A,F,EMP,AC39,PTP_RT,RS	1.78 
A,F,EMP,AC39,PTP_TIME,AT	1:34 u
A,F,EMP,AC39,PTP_TIME,BG	1:44 u
A,F,EMP,AC39,PTP_TIME,DE	0:51 
A,F,EMP,AC39,PTP_TIME,EE	1:12 u
A,F,EMP,AC39,PTP_TIME,FI	0:48 
A,F,EMP,AC39,PTP_TIME,NO	: u
A,F,EMP,AC39,PTP_TIME,RS	0:51 u
A,F,EMP,AC39,TIME_SP,AT	0:01 
A,F,EMP,AC39,TIME_SP,BG	0:01 
A,F,EMP,AC39,TIME_SP,DE	0:01 
A,F,EMP,AC39,TIME_SP,EE	0:01 
A,F,EMP,AC39,TIME_SP,FI	0:01 
A,F,EMP,AC39,TIME_SP,NO	0:00 
A,F,EMP,AC39,TIME_SP,RS	0:01 
A,F,EMP,AC3_713,PTP_RT,AT	91.05 
A,F,EMP,AC3_713,PTP_RT,BG	97.17 
A,F,EMP,AC3_713,PTP_RT,DE	91.83 
A,F,EMP,AC3_713,PTP_RT,EE	94.77 
A,F,EMP,AC3_713,PTP_RT,FI	93.84 
A,F,EMP,AC3_713,PTP_RT,NO	89.65 
A,F,EMP,AC3_713,PTP_RT,RS	93.89 
A,F,EMP,AC3_713,PTP_TIME,AT	3:46 
A,F,EMP,AC3_713,PTP_TIME,BG	3:18 
A,F,EMP,AC3_713,PTP_TIME,DE	3:30 
A,F,EMP,AC3_713,PTP_TIME,EE	2:59 
A,F,EMP,AC3_713,PTP_TIME,FI	3:13 
A,F,EMP,AC3_713,PTP_TIME,NO	3:29 
A,F,EMP,AC3_713,PTP_TIME,RS	3:24 
